id,price_doc
30474,4313971.0
30475,9205952.0
30476,5166186.5
30477,8331727.0
30478,5461622.5
30479,16284750.0
30480,4457712.5
30481,4789314.5
30482,5635792.5
30483,5255207.5
30484,4776783.0
30485,5423695.0
30486,5141720.0
30487,5030313.0
30488,7418322.0
30489,7324645.5
30490,18722408.0
30491,21148822.0
30492,7024964.5
30493,10945326.0
30494,6895352.5
30495,8704922.0
30496,11812654.0
30497,9042136.0
30498,3549899.75
30499,9296990.0
30500,9548402.0
30501,6312774.0
30502,5051081.0
30503,6380706.5
30504,4835362.0
30505,12082184.0
30506,6841955.0
30507,5423515.0
30508,5222071.5
30509,6454574.5
30510,7355333.5
30511,6223731.0
30512,6086305.5
30513,4457712.5
30514,6954991.0
30515,7701456.0
30516,7225227.5
30517,17847348.0
30518,16407468.0
30519,3860542.75
30520,5557340.5
30521,4197662.0
30522,7979838.0
30523,13609166.0
30524,7337173.5
30525,18079690.0
30526,5331672.0
30527,5688931.0
30528,5195520.5
30529,6153383.5
30530,15057936.0
30531,13138166.0
30532,5431445.0
30533,17065424.0
30534,6854899.5
30535,7613949.5
30536,6998465.5
30537,9469272.0
30538,5285156.5
30539,25511020.0
30540,7467317.0
30541,15560972.0
30542,4649417.0
30543,4951000.0
30544,7003206.5
30545,17167372.0
30546,4168955.0
30547,7791082.5
30548,5299628.0
30549,5404047.5
30550,10001614.0
30551,5637748.0
30552,4519022.0
30553,17850480.0
30554,11860996.0
30555,6275714.0
30556,15494302.0
30557,7737298.0
30558,11252014.0
30559,15320222.0
30560,15956556.0
30561,6032617.5
30562,9331994.0
30563,16361594.0
30564,6382330.0
30565,9075058.0
30566,8645158.0
30567,4649417.0
30568,19056628.0
30569,8444302.0
30570,5824764.5
30571,5373829.5
30572,5548539.0
30573,5049521.0
30574,14352298.0
30575,14762930.0
30576,5787676.0
30577,4709388.5
30578,6841955.0
30579,6376384.5
30580,4388671.5
30581,4204154.5
30582,19181676.0
30583,7127241.0
30584,5479142.5
30585,4988693.5
30586,9176354.0
30587,6316810.0
30588,13980972.0
30589,6614811.0
30590,12456782.0
30591,4544566.0
30592,5419223.0
30593,11696666.0
30594,22345580.0
30595,5612297.0
30596,13318648.0
30597,5049521.0
30598,7672276.5
30599,22412098.0
30600,18417008.0
30601,14059492.0
30602,4284699.5
30603,10165680.0
30604,3819601.5
30605,5240196.0
30606,23030592.0
30607,6428237.5
30608,8839426.0
30609,7324645.5
30610,4759364.0
30611,5222071.5
30612,6521903.0
30613,7317519.0
30614,24907208.0
30615,5448631.0
30616,5489753.0
30617,7518577.0
30618,4278540.0
30619,15786026.0
30620,6337097.5
30621,17953366.0
30622,15266066.0
30623,4971006.0
30624,7944964.5
30625,8429544.0
30626,14680806.0
30627,6711291.5
30628,4998706.5
30629,4063880.0
30630,16369978.0
30631,6329426.5
30632,5475778.0
30633,5472574.5
30634,8616322.0
30635,7664764.0
30636,4867411.0
30637,7650641.5
30638,6369246.0
30639,14738430.0
30640,5266720.0
30641,10404990.0
30642,4374905.5
30643,7163612.5
30644,7672276.5
30645,6375605.5
30646,4426094.5
30647,5525049.0
30648,21726652.0
30649,5940256.5
30650,4280171.5
30651,6841955.0
30652,5042308.0
30653,15125248.0
30654,6793404.5
30655,15711546.0
30656,4941032.5
30657,5695111.0
30658,6368142.5
30659,5122166.5
30660,7695323.5
30661,5355900.5
30662,7779878.0
30663,12865596.0
30664,19393234.0
30665,7384035.0
30666,5798801.0
30667,5215825.0
30668,7833944.5
30669,6475712.0
30670,4590083.0
30671,8479980.0
30672,17670910.0
30673,8920384.0
30674,20497294.0
30675,4649417.0
30676,6288154.5
30677,3823732.5
30678,19933074.0
30679,5141653.0
30680,6908916.0
30681,5887132.0
30682,5975329.0
30683,7945867.0
30684,14680162.0
30685,7677122.5
30686,7668548.0
30687,5423695.0
